ID,Age,Gender,Province,Education,Religion,Employment,Ideology
R_3Qa4hXo1alyKZm9,71,A man,Alberta,Bachelor's degree,Catholic,Retired,3
R_sSaI1T5bdFw1nuF,38,A man,Nova Scotia,Bachelor's degree,Hindu,Self-employed,4
R_2v96ZuDDjpV5v2y,73,A man,British Columbia,Some post-secondary,None/Atheist,Retired,3
R_1nVHjMvsyKdWcu3,65,A woman,Ontario,Some post-secondary,Catholic,Retired,3
R_3BDSngozXavRwU9,65,A man,Manitoba,Bachelor's degree,Catholic,Retired,5
R_Y511Cdyc0lfQAFP,55,A woman,Ontario,Professional degree or doctorate,United Church,Retired,6
R_2b0O3XPgxgWoeCm,54,A woman,Ontario,Bachelor's degree,Catholic,Working full-time,7
R_3RmhRhGSvthbfTr,54,A woman,British Columbia,High school,None/Atheist,Self-employed,2
R_33BaLCi3p4aSOZu,23,A man,Quebec,Some post-secondary,Catholic,Working full-time,7
R_2D60vfcdwrFiFYZ,68,A man,Manitoba,Professional degree or doctorate,Protestant,Self-employed,6
R_2TZBRh2ElioLynS,64,A man,Nova Scotia,College/technical diploma,Anglican,Retired,8
R_24NTGppzjmGCJOb,34,A woman,Quebec,Bachelor's degree,None/Atheist,Working full-time,8
R_2YaJRTzJYJwgRHl,57,A woman,Nova Scotia,College/technical diploma,Catholic,Working full-time,5
R_2idA8TywZBHJblT,69,A woman,Quebec,High school,Catholic,Retired and working,4
R_6sRffJzVXhkjsWt,43,A woman,Quebec,Some post-secondary,Buddhist,Self-employed,5
R_3h3Y64KVAlvUK5V,54,A man,Nova Scotia,Some post-secondary,Baptist,Retired,8
R_rdT1Pwydbe8t5df,69,A man,British Columbia,Master's degree,None/Atheist,Retired,5
R_cTtFGMaK80eaOJz,25,A man,Quebec,College/technical diploma,Agnostic,Working full-time,8
R_0TfWeId9tbCtrl7,71,A man,Quebec,College/technical diploma,Catholic,Retired,8
R_0GlYpCruB7a4IfL,38,A man,Ontario,High school,Lutheran,Working full-time,9
R_2w4alHf28FPCb0q,41,A man,Ontario,Bachelor's degree,None/Atheist,Working full-time,9
R_1QLzo3sG73DWSlM,46,A woman,British Columbia,College/technical diploma,None/Atheist,Working full-time,3
R_25IaU2DePlILvep,54,A woman,British Columbia,Some post-secondary,None/Atheist,Working full-time,2
R_1IhmGo7wFtfoYKx,69,A man,Quebec,College/technical diploma,Catholic,Retired,7
R_dgOnlTJPW51YpyN,45,A woman,Ontario,College/technical diploma,Catholic,Working full-time,6
R_2S6rAST7EaIbdGT,42,A man,Ontario,College/technical diploma,None/Atheist,Working full-time,0
R_XB5HGtxy2aQue6B,36,A woman,Saskatchewan,Some post-secondary,Agnostic,Working full-time,2
R_1hROt6VtWC1QXeT,39,A woman,British Columbia,Bachelor's degree,None/Atheist,Working part-time,0
R_3KZ6JqomcTTkDUQ,32,A woman,Ontario,Professional degree or doctorate,Don't know/ Prefer not to answer,Unemployed,1
R_1E0Rw9YQoFTtQxq,62,A man,Saskatchewan,Master's degree,Evangelical/Pentecostal,Unemployed,8
R_3PuXJJmjUgmsnsa,68,A woman,Saskatchewan,Some post-secondary,Catholic,Retired,9
R_1lyE9g4C6CcT8gZ,55,A woman,British Columbia,College/technical diploma,Evangelical/Pentecostal,Caring for family,6
R_24izlmAT0pLgBM9,65,A woman,Ontario,College/technical diploma,None/Atheist,Working part-time,10
R_1CdHC6Nwt8aFTVv,76,A woman,Ontario,Bachelor's degree,Protestant,Self-employed,1
R_5tZHuMnx11rvXtn,67,A woman,British Columbia,Some post-secondary,Buddhist,Retired,8
R_2rBNeKSLK4YeqaM,49,A woman,Quebec,Master's degree,Don't know/ Prefer not to answer,Self-employed,7
R_1Iux6pzd8PBAXIh,32,A woman,Newfoundland and Labrador,College/technical diploma,Catholic,Working full-time,5
R_3gUbibxHTdc6tKA,57,A man,Quebec,Bachelor's degree,Catholic,Retired,6
R_1DzKAzeRJQ3vmgI,32,A man,Ontario,Bachelor's degree,Jewish,Working full-time,5
R_1eVOa5efzyqGhuc,72,A man,British Columbia,College/technical diploma,None/Atheist,Self-employed,4
R_3QDkzGibWfahiwE,22,A woman,Quebec,Bachelor's degree,Orthodox Christian,Working full-time,5
R_2D5H9ek7TDHNUjI,50,A man,Quebec,Bachelor's degree,Agnostic,Working full-time,3
R_2dFwmYPOoRSJdng,71,A man,Quebec,Master's degree,None/Atheist,Retired,4
R_RQh0sTvu0Tpf28N,28,A woman,Ontario,College/technical diploma,None/Atheist,Caring for family,0
R_1eQnB2Pv4VChJoV,56,A man,Manitoba,Master's degree,Agnostic,Working full-time,4
R_2TYMOjaODQ3IUho,65,A man,British Columbia,Bachelor's degree,United Church,Retired,6
R_3PaBmhJJQ0IqIkl,67,A man,Quebec,High school,Catholic,Self-employed,7
R_3MutxfcWjFMyWUm,75,A man,Ontario,College/technical diploma,None/Atheist,Retired,6
R_OeD71LJDxpjOEqR,41,A woman,Quebec,High school,Don't know/ Prefer not to answer,Working part-time,8
R_1EWDcszJ3vzllHK,63,A woman,Saskatchewan,High school,Protestant,Retired,5
R_2sdUMQfvS7Jcldk,67,A man,Quebec,College/technical diploma,None/Atheist,Retired,5
R_1LnRPExkc1lhRCr,51,A woman,Ontario,Bachelor's degree,None/Atheist,Working full-time,7
R_11ivQSm5edYLLAi,83,A man,Quebec,Some post-secondary,Catholic,Retired,5
R_1gtGZ8v6vhfucxD,33,A woman,Ontario,Bachelor's degree,Catholic,Retired,2
R_3OrA3dWzIRCEYQq,50,A man,Manitoba,Some post-secondary,Baptist,Working full-time,6
R_00zH7ophNnWxUkN,52,A man,Quebec,Bachelor's degree,Catholic,Working full-time,7
R_1DOKjnQIXmLPnkL,23,A man,Prince Edward Island,Master's degree,None/Atheist,Working full-time,10
R_3RmRg6jUAsZFXcg,60,A man,British Columbia,Some post-secondary,Catholic,Retired,7
R_esbLHeeZRuj5OU1,72,A man,Quebec,Bachelor's degree,None/Atheist,Retired,4
R_eu4XYeyn7Am4WD7,20,A man,Quebec,College/technical diploma,None/Atheist,Working full-time,2
R_2VHJG4WXqTdDI5J,44,A woman,British Columbia,Professional degree or doctorate,None/Atheist,Self-employed,5
R_2ToYfUo6nlCkawc,35,A man,Ontario,Bachelor's degree,Hindu,Working full-time,6
R_BA2SHEnc64Mrsw9,71,A man,Ontario,College/technical diploma,Catholic,Retired,4
R_1hFhjC8Tho0zQRz,42,A woman,Quebec,College/technical diploma,Catholic,Working full-time,6
R_shbNCxhm3A90t4B,40,A man,Alberta,College/technical diploma,None/Atheist,Working full-time,7
R_2ZJkO1zprOluENU,68,A man,Quebec,Bachelor's degree,Catholic,Retired,3
R_2YEs4AJ5OBK35lT,63,A man,Alberta,Master's degree,Anglican,Retired,4
R_3lXhc7uVwDiUXw7,33,A woman,Alberta,Bachelor's degree,None/Atheist,Caring for family,1
R_0BBV7dSGXWk1TjP,81,A woman,British Columbia,Some post-secondary,United Church,Retired,8
R_1mJJPi3oPgmEXpa,76,A man,Quebec,Some post-secondary,Catholic,Retired and working,7
R_2YFiRIrYx49Acuf,70,A man,Ontario,Some high school,United Church,Retired,10
R_1lo4EgKRKnLHuod,44,A woman,Ontario,Elementary school,Catholic,Retired,6
R_rrofAJNEnLODDoJ,49,A man,Ontario,Some post-secondary,Agnostic,Working part-time,6
R_2bH05U9o5eqq9Yy,67,A man,Ontario,Professional degree or doctorate,None/Atheist,Self-employed,7
R_50zq2mrk3xE9RrH,54,A man,Ontario,College/technical diploma,None/Atheist,Disabled,6
R_sUxO290HbCnSNTb,59,A woman,Ontario,Some post-secondary,Evangelical/Pentecostal,Working full-time,9
R_scZYKJdD0NkR71f,75,A man,Ontario,High school,Don't know/ Prefer not to answer,Retired,10
R_299UtSRyWX91Ue0,72,A man,Ontario,Some post-secondary,None/Atheist,Retired,3
R_333dbvq9p4qIUM5,43,A woman,Alberta,College/technical diploma,None/Atheist,Self-employed,5
R_2ZOZhiJzrnW12A3,75,A man,Quebec,Some high school,Catholic,Retired,3
R_RDmduSpvoYr17LX,70,A man,Quebec,Master's degree,Catholic,Retired,5
R_3NKjNfLGMoPAwV2,53,A man,Ontario,Professional degree or doctorate,Lutheran,Self-employed,7
R_3Kpv6tLz6tOMHeD,61,A man,Alberta,College/technical diploma,Catholic,Self-employed,5
R_xuee2E99kJyTzHz,73,A man,Ontario,Some high school,None/Atheist,Retired,10
R_2zqhMNSFkjq8Kjq,25,A man,Ontario,College/technical diploma,None/Atheist,Working full-time,9
R_1gwtNKYhlpkqpSi,41,A woman,Quebec,College/technical diploma,Catholic,Working full-time,8
R_2QmmxGyiSsDk97t,69,A man,British Columbia,Bachelor's degree,None/Atheist,Retired,7
R_1OvipLMmge8SgPx,63,A man,British Columbia,Bachelor's degree,None/Atheist,Retired,6
R_Q3RXcpglTa4yeoF,62,A woman,Saskatchewan,Some post-secondary,Other,Retired,2
R_Caw9RHrG9BKPI3f,56,A man,Ontario,Some elementary school,Protestant,Unemployed,8
R_1QcQlqWJRvhpO0t,47,A woman,Ontario,Some post-secondary,Protestant,Self-employed,5
R_3FLqItGplMLyq45,31,A woman,Ontario,Bachelor's degree,None/Atheist,Working full-time,2
R_22FloCUdHxEHnuB,35,A man,Manitoba,Some post-secondary,None/Atheist,Working full-time,8
R_1nUgN0bPLudf4nw,70,A man,Ontario,High school,Baptist,Retired,7
R_1f26R9kfhv8doyT,18,A man,British Columbia,High school,None/Atheist,Working full-time,3
R_3I9nTbHp1SUapmK,67,A woman,Ontario,College/technical diploma,Catholic,Retired,7
R_Xn4bFm2n46ewgXT,20,A man,Ontario,Some post-secondary,None/Atheist,Working part-time,6
R_2a9PRrmSkxTHTYB,71,A man,British Columbia,Some post-secondary,Agnostic,Retired,6
R_tJPj7gbYOqPOam5,45,A woman,Alberta,Bachelor's degree,Agnostic,Self-employed,8
R_1QMZsAjH1Pc6nE1,60,A woman,British Columbia,College/technical diploma,None/Atheist,Working full-time,2
R_2ZIxf1mAr8z165y,27,A woman,Quebec,Master's degree,None/Atheist,Working full-time,2
R_1KqWJtJMyQV3v49,25,A woman,Alberta,College/technical diploma,Catholic,Self-employed,4
R_2dsAwOQ45fEaZyA,30,A woman,British Columbia,Bachelor's degree,Catholic,Working full-time,10
R_2AYFlT6abXcTFi0,30,A woman,Alberta,College/technical diploma,Agnostic,Working full-time,6
R_umKB4Ml5aY7uMnf,44,A man,Quebec,Bachelor's degree,Anglican,Working full-time,6
R_10Icn4AaxoO1EeJ,33,A woman,British Columbia,Master's degree,Jewish,Working full-time,3
R_21haP9obTeW0CC9,40,A woman,Alberta,Bachelor's degree,Catholic,Working full-time,5
R_tYtfmN5T0ADgvZL,24,A woman,British Columbia,Master's degree,Agnostic,Working full-time,2
R_3J2XX2Gwrr4KBId,43,A woman,Yukon,College/technical diploma,Catholic,Working full-time,10
R_3ET2oVz47NWpIwl,48,A woman,Ontario,High school,None/Atheist,Working full-time,5
R_zT38yU9iPDfXHfr,60,A woman,Ontario,Some post-secondary,Protestant,Working part-time,8
R_33DBKxB5FnpuUWS,36,A man,Alberta,College/technical diploma,Christian Reformed,Working full-time,1
R_prQX4WJKT6Lf0sx,24,A woman,Ontario,Some post-secondary,Catholic,Working part-time,9
R_2tzlLk9ng2iDeNX,75,A woman,Ontario,High school,Anglican,Retired,7
R_2agEVQRTGHtSe9W,34,A man,Quebec,High school,Salvation Army,Working full-time,9
R_2D1BQ7lPEpArthL,59,A man,Saskatchewan,Bachelor's degree,Catholic,Working full-time,10
R_3iCfDtt7I11AVtu,77,A man,Ontario,Bachelor's degree,None/Atheist,Retired,2
R_2Evsx54DrGRzlHE,38,A woman,British Columbia,College/technical diploma,Buddhist,Disabled,5
R_3fcvDCa71xWd9mg,23,A woman,Alberta,Bachelor's degree,Other,Working part-time,3
R_UXPwbRny73GOCqd,31,A man,Alberta,College/technical diploma,None/Atheist,Working full-time,3
R_s7KDdfUOUqY3Spj,63,A man,Ontario,Some post-secondary,Catholic,Retired,6
R_3FKAo8gbcrg1P8N,28,A woman,Ontario,Bachelor's degree,Catholic,Working full-time,7
R_27sqtN5LbDRK9Ei,24,A man,British Columbia,High school,Christian Reformed,Unemployed,4
R_27TCqctfonkTJHH,53,A woman,Ontario,Bachelor's degree,Catholic,Working full-time,7
R_1ifJolIRCFYzkmQ,31,A woman,Saskatchewan,Bachelor's degree,Orthodox Christian,Working full-time,4
R_1loxnzQ6MN4jNxT,55,A woman,Alberta,Some post-secondary,None/Atheist,Other,7
R_3QMBJNXaf5mTyk6,23,A man,Quebec,College/technical diploma,Catholic,Working part-time,3
R_2CpHNYPQ5c8jaYN,61,A woman,Alberta,Some post-secondary,Catholic,Retired,10
R_vpe2DdNHyMEYgz7,44,A woman,Quebec,High school,Catholic,Working full-time,10
R_1nNQmE4GmwdWRFe,59,A woman,Quebec,High school,Catholic,Working full-time,8
R_Q48H8MPpEcbe6Fr,79,A man,Ontario,Professional degree or doctorate,Agnostic,Retired,5
R_1IFW47YlmZZWKEZ,40,A woman,Quebec,Bachelor's degree,None/Atheist,Unemployed,4
R_062VuhtCI8ltvHj,66,A woman,Alberta,College/technical diploma,None/Atheist,Retired,3
R_1MLKPXhutU26mBA,39,A woman,British Columbia,Bachelor's degree,Don't know/ Prefer not to answer,Don't know/ Prefer not to answer,5
R_3DdOOAzkLVDRLGg,59,A man,Ontario,Bachelor's degree,Catholic,Disabled,5
R_3smLiTrUT4IFv1E,53,A man,Alberta,Professional degree or doctorate,Protestant,Working part-time,9
R_2txl0UwtSSrbaka,34,A man,Nova Scotia,Some post-secondary,Don't know/ Prefer not to answer,Working full-time,10
R_25GRHssQ9dppFdd,66,A man,Ontario,High school,Agnostic,Working full-time,3
R_2tM5yxsdgM8hAyZ,63,A man,Quebec,High school,Catholic,Retired,7
R_1DvCHklH5lPitUN,57,A woman,Quebec,College/technical diploma,None/Atheist,Retired,4
R_DhMs4B3gtLtoHy9,48,A man,British Columbia,Bachelor's degree,Christian Reformed,Working full-time,6
R_2e20GXPDxaXAsCE,25,A woman,Ontario,College/technical diploma,Anglican,Working part-time,7
R_3JsDUhsMiXRDPHr,65,A woman,Ontario,High school,Catholic,Retired,3
R_3meonPjOpYyGCHV,64,A man,Saskatchewan,College/technical diploma,Catholic,Self-employed,5
R_3qDnmP3xdoye7Q2,24,A woman,Alberta,High school,None/Atheist,Working full-time,8
R_DTRxj3qNf5aLIop,58,A man,Ontario,Bachelor's degree,Catholic,Working full-time,2
R_3rS9yB8IJ38O3Km,39,A man,Saskatchewan,Bachelor's degree,Catholic,Working full-time,2
R_4U6JIdpedQByuZz,61,A man,Ontario,Bachelor's degree,Catholic,Unemployed,9
R_1DqiQjLf2epprzn,57,A woman,Quebec,High school,Catholic,Self-employed,5
R_2QKk9fBp71OANiE,42,A woman,Ontario,Bachelor's degree,Protestant,Self-employed,8
R_1QzNqNXlUKDlBbu,74,A woman,Quebec,Bachelor's degree,Catholic,Retired,5
R_3kAnIgerXPDypYr,24,A woman,Alberta,College/technical diploma,None/Atheist,Working part-time,0
R_xzTyPGXHh6aXt4J,56,A man,Ontario,Some post-secondary,None/Atheist,Unemployed,0
R_1MJTmUmDZpHuVMx,43,A woman,British Columbia,Some post-secondary,Orthodox Christian,Working part-time,5
R_wYI9GfsnAQ9LZ1n,60,A woman,Ontario,College/technical diploma,None/Atheist,Disabled,5
R_poPk0kLKPjLArMB,63,A woman,Ontario,Some post-secondary,Protestant,Working full-time,9
R_324Kq1uHXGrZ4nf,38,A woman,Ontario,Bachelor's degree,Agnostic,Working full-time,4
R_1jBRTopEpBLchac,60,A woman,Alberta,College/technical diploma,Catholic,Working full-time,10
R_0B5Tw9F24b2l6Kd,66,A man,Ontario,High school,Catholic,Working full-time,5
R_3hrwgeEe6JuRvpO,39,A woman,Manitoba,Master's degree,United Church,Working full-time,4
R_3DqhV6bvm0nPSsq,28,A woman,Quebec,Bachelor's degree,Sikh,Working full-time,7
R_1DnCAr9qUYp0X7S,31,A woman,Quebec,Bachelor's degree,None/Atheist,Working full-time,4
R_3dE18m0bBMCdZpy,75,A woman,Ontario,High school,None/Atheist,Working part-time,5
R_3HGDvzOAlbLeIfp,31,A man,Alberta,Bachelor's degree,None/Atheist,Working full-time,8
R_2dhy4IYiJaaSDWa,54,A woman,Quebec,Bachelor's degree,Catholic,Working full-time,5
R_1QyfKNMU88c71CZ,44,A man,Alberta,Master's degree,Don't know/ Prefer not to answer,Working full-time,8
R_27Jy4jHoaAHGfUQ,65,A man,Ontario,High school,Protestant,Retired,5
R_1ovyVVGLOfgkgXs,60,A woman,Ontario,High school,Lutheran,Caring for family,5
R_2rAfzIPbxcEb6QL,59,A man,Quebec,College/technical diploma,Muslim,Working full-time,5
R_DoQylf2ZbjdTpgB,20,A woman,Alberta,High school,None/Atheist,Working part-time,2
R_0uNn4t6i7AelH0Z,58,A woman,Ontario,High school,Catholic,Disabled,3
R_2CeRRzq08lTHkpD,51,"Other (e.g. Trans, non-binary, two-spirit, gender-queer)",Quebec,College/technical diploma,Catholic,Self-employed,7
R_2pKx5uH2n90m5Va,72,A man,Quebec,Some post-secondary,None/Atheist,Retired,6
R_3PmK9TpFeTqJdQz,67,A man,British Columbia,High school,Baptist,Self-employed,2
R_3fv48EnoM1RNe1F,73,A woman,Quebec,High school,Catholic,Retired,6
R_3DiSuuKsYhnT9z9,65,A woman,British Columbia,Bachelor's degree,Other,Retired,3
R_1kUOR9tu6PLN70U,28,A woman,Alberta,Bachelor's degree,Agnostic,Working full-time,8
R_eK83V960rGVVP5n,57,A woman,British Columbia,Some post-secondary,Orthodox Christian,Working full-time,9
R_26bxOz1j0Kg8Mhz,19,A woman,Alberta,Some high school,Other,Student,7
R_3nSgfLFpBHBP7Vb,32,A woman,Ontario,Bachelor's degree,Evangelical/Pentecostal,Working full-time,10
R_1pAQuOnQUMZ45jr,34,A man,Newfoundland and Labrador,Some high school,None/Atheist,Disabled,0
R_4IKpuSnAzxuGKHf,44,A man,Manitoba,College/technical diploma,Catholic,Working full-time,4
R_svtHBT2zf00uFH3,59,A man,Ontario,Some high school,United Church,Retired,0
R_1i2laBLliEVUWc2,71,A woman,Quebec,High school,Catholic,Retired,9
R_1MJUjNOfc6mIbUC,28,A man,Ontario,High school,Muslim,Working full-time,7
R_RQtxw6rNETcekBH,22,A woman,British Columbia,Some post-secondary,Hindu,Student,5
R_xhYIH4XcsDh0R5D,68,A woman,Alberta,Elementary school,None/Atheist,Retired,1
R_1C4wTePxivekwR5,37,A woman,Saskatchewan,Elementary school,Don't know/ Prefer not to answer,Working full-time,7
R_1pMQE09CQK5KAG0,32,A woman,Ontario,Some post-secondary,Catholic,Working part-time,7
R_1mx7cnUoS5eJKGb,29,A woman,British Columbia,Master's degree,None/Atheist,Working full-time,4
R_3FQgzDyoJbWQFMI,63,A man,Ontario,College/technical diploma,None/Atheist,Disabled,5
R_BsvwarEorKHSWit,39,A woman,Alberta,Some post-secondary,Catholic,Working part-time,7
R_2DLHsRojBlxciTf,19,A man,Alberta,Some high school,None/Atheist,Don't know/ Prefer not to answer,3
R_pJyLeEDAwvo7UBz,39,A woman,Saskatchewan,Bachelor's degree,None/Atheist,Working full-time,1
R_3mf7cHiB51ENnW5,52,A man,British Columbia,Master's degree,Don't know/ Prefer not to answer,Working full-time,3
R_3k4FvZnVO2wZFYy,61,A man,Ontario,College/technical diploma,None/Atheist,Working full-time,10
R_24vNmqRbDdBRZ9U,69,A woman,British Columbia,Master's degree,Don't know/ Prefer not to answer,Retired,5
R_10v27Ol0qMpEBoZ,19,A woman,Ontario,Bachelor's degree,Muslim,Working full-time,7
R_210LnmPaKE8Bo7Q,35,A woman,Quebec,Some post-secondary,Catholic,Working full-time,0
R_ezI0OmEHqHsFwnT,35,A woman,Ontario,Bachelor's degree,Agnostic,Working full-time,6
R_0J0qNTnKYFUTWMN,35,A man,Manitoba,College/technical diploma,None/Atheist,Working full-time,4
R_QgMHECVoJgbz0Hv,36,A woman,Ontario,Some post-secondary,None/Atheist,Unemployed,5
R_2V7Qs2dkZEgVrBH,65,A woman,British Columbia,College/technical diploma,Baptist,Retired,9
R_33yeDXQP1wcpgdO,59,A woman,Quebec,Some high school,Catholic,Caring for family,4
R_0H7gwlqthVcpuSZ,30,A man,Manitoba,Bachelor's degree,Catholic,Working full-time,7
R_vOyMQOEziS4oz0l,23,A woman,British Columbia,Bachelor's degree,Muslim,Working part-time,8
R_1qVW08CPCnjbmYJ,77,A woman,Ontario,High school,Catholic,Retired,4
R_2TRjBADNahjLqw3,28,A woman,Quebec,Bachelor's degree,None/Atheist,Working full-time,2
R_33m8t3tE2zOP7qL,34,A woman,Ontario,Master's degree,Hindu,Working full-time,9
R_1DZ298klMyRC2ko,62,A man,Quebec,Master's degree,Catholic,Working part-time,4
R_2YJjzRn7G7nPnTB,54,A woman,British Columbia,Bachelor's degree,United Church,Working full-time,5
R_3qlCmWPhQvpqqHu,20,A woman,Ontario,Some post-secondary,Catholic,Working part-time,8
R_A72kWGofzp0Mkil,19,A woman,Ontario,Some post-secondary,None/Atheist,Student,5
R_2OIlquRvqeZ9KIv,29,A man,British Columbia,Bachelor's degree,Evangelical/Pentecostal,Working full-time,5
R_3ltwlcRxA7BrG3M,54,A woman,Ontario,High school,Presbyterian,Working full-time,5
R_1CIrAWwv0Mpk6oW,51,A man,Quebec,Bachelor's degree,Catholic,Working full-time,5
R_1IgvP0od9ldLqk3,55,A man,Ontario,College/technical diploma,Baptist,Working full-time,7
R_2zIllC7uOomoyCF,45,A woman,Alberta,Bachelor's degree,Evangelical/Pentecostal,Working full-time,8
R_2CeJb6taDVxULPo,51,A woman,Ontario,College/technical diploma,None/Atheist,Unemployed,6
R_3iVXx8964hWcgcF,58,A woman,Quebec,College/technical diploma,Catholic,Retired,10
R_2aesZIpcLIxbR6w,40,A woman,Quebec,College/technical diploma,None/Atheist,Working full-time,5
R_3lELlYoBZc1sPHB,28,A man,Ontario,Bachelor's degree,Jewish,Working full-time,10
R_yqg7JUTwQSg4Gzv,56,A man,Alberta,Some post-secondary,None/Atheist,Working full-time,10
R_sY9Y5lUx7aBsfjr,37,A man,British Columbia,Bachelor's degree,None/Atheist,Student,6
R_1ltSK6AEcnM7Arb,44,A man,Quebec,Bachelor's degree,Catholic,Working full-time,4
R_3IbFYuGoGu8Cw7m,67,A man,Quebec,High school,Catholic,Retired,2
R_1LpSzGIUo6plmog,66,A man,Quebec,Some post-secondary,Catholic,Working full-time,2
R_9SN0TXZou22yxax,70,A man,British Columbia,High school,United Church,Self-employed,5
R_3Hps1HcB20coaGB,55,A woman,Quebec,Some post-secondary,Catholic,Working full-time,5
R_3pteugZZQXpZlZr,56,A man,Quebec,High school,Catholic,Working full-time,9
R_2e3BEeDDY4amLiu,27,A man,Ontario,Master's degree,Baptist,Working full-time,8
R_3GpLhBzUaI8Tz1x,58,A woman,Quebec,Bachelor's degree,None/Atheist,Retired,5
R_3nMdDMi2i0DTEEX,71,A man,Quebec,Master's degree,Buddhist,Retired,5
R_2dmAPYlI0b9hRdh,33,A man,Ontario,High school,Other,Caring for family,2
R_2ffyx1MIszF7rnE,65,A man,Quebec,Some post-secondary,Catholic,Retired,5
R_12ou0j9E6nn6vDD,39,A man,Quebec,High school,Agnostic,Working full-time,7
R_0TX25SjbjoNtOpz,48,A man,Ontario,High school,Catholic,Working full-time,7
R_uyougKNwOvjdfbj,63,A man,Ontario,College/technical diploma,Protestant,Retired,4
R_xivbWrv1mTVeish,40,A man,Manitoba,College/technical diploma,Don't know/ Prefer not to answer,Working full-time,4
R_sAp9wCjtxw26BJT,80,A man,Ontario,College/technical diploma,Lutheran,Retired,7
R_zfpFJV5a78Kwkil,50,A man,Quebec,Bachelor's degree,Catholic,Working full-time,10
R_AKUb4yMf35BjLyh,36,A woman,Ontario,Bachelor's degree,Agnostic,Disabled,1
